,PM2.5,PM10,NO2,CO,O3,SO2,temperature,pressure,humidity,wind_direction,wind_speed/kph
2017-04-19 06:00:00,42.0,88.0,57.0,0.8,35.0,10.0,50.17,97.0,17.99,309.11,7.32
2017-04-19 07:00:00,54.0,93.0,60.0,0.9,35.0,11.0,50.59,97.25,14.96,313.93,13.3
2017-04-19 08:00:00,70.0,116.0,63.0,0.8,33.0,9.0,51.0,97.49000000000001,11.93,315.76,19.33
2017-04-19 09:00:00,67.0,128.0,75.0,0.9,24.0,10.0,51.41,97.74000000000001,8.9,316.71,25.36
2017-04-19 10:00:00,53.0,115.0,90.0,0.9,8.0,9.0,48.94,98.28999999999996,10.62,310.86,19.99
2017-04-19 11:00:00,58.0,134.0,99.0,0.9,2.0,7.0,46.46,98.84000000000003,12.34,300.9,14.97
2017-04-19 12:00:00,57.0,121.0,105.0,1.0,2.0,6.0,43.980000000000004,99.38999999999999,14.07,282.27,10.82
2017-04-19 13:00:00,59.0,136.0,106.0,1.0,2.0,4.0,42.730000000000004,99.96000000000004,17.25,281.27,10.03
2017-04-19 14:00:00,65.0,111.0,101.0,1.1,2.0,3.0,41.49,100.53999999999996,20.44,280.1,9.25
2017-04-19 17:00:00,65.0,122.0,99.0,1.3,2.0,2.0,39.25,100.86000000000001,21.22,277.63,7.82
2017-04-19 18:00:00,65.0,106.0,94.0,1.2,2.0,2.0,38.76,100.74000000000001,20.02,277.02,7.48
2017-04-19 21:00:00,59.0,99.0,85.0,1.1,2.0,2.0,36.26,100.40999999999997,23.82,297.82,4.95
2017-04-19 22:00:00,63.0,123.0,87.0,1.3,2.0,2.0,39.18,100.52999999999997,21.12,311.68,4.72
2017-04-20 02:00:00,131.0,148.0,69.0,0.8000000119209291,26.0,5.0,49.230000000000004,100.08000000000004,11.22,331.12,9.01
2017-04-20 03:00:00,121.0,142.0,44.0,0.5,53.0,2.0,51.33,99.74000000000001,8.96,329.25,10.98
2017-04-20 04:00:00,33.0,73.0,23.0,0.2,77.0,2.0,51.45,99.37,9.87,318.22,12.01
2017-04-20 05:00:00,43.0,80.0,11.0,0.2,94.0,2.0,51.56,99.00999999999999,10.77,309.21,13.41
2017-04-20 06:00:00,41.0,135.0,10.0,0.2,98.0,2.0,51.68,98.63999999999999,11.67,302.04,15.08
2017-04-20 07:00:00,45.0,157.0,12.0,0.2,99.0,2.0,51.66,98.44000000000005,11.96,306.12,13.84
2017-04-20 11:00:00,16.0,36.0,29.0,0.3,81.0,2.0,47.34,98.94000000000005,18.01,336.88,11.87
2017-04-20 12:00:00,11.0,39.0,37.0,0.4,70.0,2.0,45.2,99.38999999999999,20.75,346.09,12.51
2017-04-20 13:00:00,12.0,56.0,38.0,0.3,61.0,2.0,44.44,100.76999999999998,23.38,340.04,13.03
2017-04-20 14:00:00,8.0,45.0,41.0,0.3,50.0,2.0,43.68,102.15999999999997,26.01,334.51,13.7
2017-04-20 18:00:00,10.0,51.0,30.0,0.2,52.0,2.0,40.730000000000004,104.45000000000005,35.05,333.57,11.25
2017-04-20 23:00:00,14.0,53.0,37.0,0.2,34.0,2.0,43.1,106.88,33.1,337.21,12.14
2017-04-21 01:00:00,57.0,97.0,14.0,0.20000000298023224,67.0,2.0,46.21,107.39999999999998,27.59,346.8,12.4
2017-04-21 02:00:00,36.0,62.0,12.0,0.2,78.0,2.0,47.489999999999995,107.21000000000004,24.92,352.78,12.04
2017-04-21 06:00:00,39.0,87.0,8.0,0.2,104.0,2.0,51.11,104.73000000000002,17.1,346.75,9.97
2017-04-21 09:00:00,16.0,22.0,12.0,0.2,100.0,2.0,51.2,103.52999999999997,17.51,327.71,10.42
2017-04-21 10:00:00,41.0,80.0,13.0,0.2,96.0,2.0,48.53,103.70000000000005,20.34,312.13,6.72
2017-04-21 13:00:00,28.0,69.0,35.0,0.4,75.0,2.0,42.86,104.01999999999998,25.11,233.55,6.94
2017-04-21 14:00:00,27.0,78.0,36.0,0.4,74.0,3.0,42.519999999999996,104.01999999999998,24.22,240.64,8.45
2017-04-21 15:00:00,31.0,80.0,31.0,0.4,78.0,7.0,42.18,104.00999999999999,23.32,245.54,10.04
2017-04-21 18:00:00,31.0,78.0,63.0,0.4,26.0,7.0,39.97,102.79999999999995,23.84,259.46,8.08
2017-04-21 21:00:00,24.0,80.0,84.0,0.4,2.0,5.0,37.05,102.23000000000002,29.43,263.26,3.94
2017-04-21 22:00:00,32.0,77.0,80.0,0.4,2.0,4.0,40.04,102.13999999999999,25.24,255.06,2.93
2017-04-22 02:00:00,55.0,118.0,80.0,0.6,20.0,7.0,50.769999999999996,100.21000000000004,12.19,199.67,8.47
2017-04-22 03:00:00,73.0,75.0,73.0,0.5,44.0,7.0,53.15,99.33000000000004,9.85,199.25,11.96
2017-04-22 07:00:00,50.0,136.0,20.0,0.3,118.0,9.0,56.129999999999995,95.90999999999997,9.23,201.04,22.99
2017-04-22 08:00:00,50.0,156.0,20.0,0.3,119.0,8.0,55.739999999999995,95.38999999999999,9.87,198.44,23.85
2017-04-22 09:00:00,46.0,177.0,23.0,0.3,126.0,13.0,55.35,94.86000000000001,10.5,196.03,24.75
2017-04-22 10:00:00,55.0,116.0,20.0,0.2,125.0,12.0,53.3,94.85000000000002,12.32,198.55,22.77
2017-04-22 14:00:00,38.0,117.0,29.0,0.5,101.0,17.0,46.35,95.77999999999997,20.35,245.91,10.15
2017-04-22 15:00:00,44.0,109.0,34.0,0.5,91.0,17.0,45.08,96.26999999999998,22.54,283.5,10.16
2017-04-22 16:00:00,48.0,98.0,36.0,0.5,84.0,19.0,44.69,97.01999999999998,24.02,308.87,10.57
2017-04-22 17:00:00,49.0,74.0,56.0,0.5,53.0,17.0,44.29,97.76999999999998,25.49,328.86,12.73
2017-04-22 18:00:00,48.0,65.0,34.0,0.20000000298023224,54.0,2.0,43.9,98.52999999999997,26.97,341.96,15.94
2017-04-22 19:00:00,10.0,26.0,13.0,0.1,75.0,2.0,43.36,98.88999999999999,28.47,342.78,15.27
2017-04-22 22:00:00,11.0,29.0,15.0,0.1,74.0,2.0,43.69,100.30999999999995,28.73,356.33,13.48
2017-04-22 23:00:00,7.0,28.0,23.0,0.1,68.0,2.0,45.09,101.0,25.98,8.32,13.58
2017-04-23 01:00:00,8.0,33.0,17.0,0.1,74.0,2.0,47.93,101.54999999999995,19.92,9.85,13.73
2017-04-23 05:00:00,3.0,27.0,13.0,0.1,98.0,2.0,53.33,99.15999999999997,12.11,307.44,8.9
2017-04-23 06:00:00,16.0,88.0,13.0,0.2,105.0,2.0,54.6,98.10000000000002,11.5,277.67,9.42
2017-04-24 01:00:00,58.0,76.0,49.0,0.6,54.0,8.0,48.18,103.07000000000005,10.02,324.63,29.97
2017-04-24 02:00:00,62.0,120.0,16.0,0.20000000298023224,91.0,2.0,49.36,103.45000000000005,8.6,322.28,32.8
2017-04-24 03:00:00,10.0,69.0,12.0,0.2,97.0,3.0,50.54,103.83000000000004,7.18,320.3,35.68
2017-04-24 04:00:00,45.0,111.0,10.0,0.2,103.0,2.0,50.95,103.77999999999997,6.89,320.45,34.41
2017-04-24 05:00:00,49.0,79.0,9.0,0.2,109.0,2.0,51.36,103.74000000000001,6.59,320.61,33.15
2017-04-24 06:00:00,11.0,51.0,8.0,0.1,116.0,2.0,51.760000000000005,103.69000000000005,6.3,320.78,31.88
2017-04-24 07:00:00,56.0,65.0,9.0,0.10000000149011612,116.0,2.0,51.6,103.69000000000005,6.32,322.68,30.36
2017-04-24 08:00:00,16.0,29.0,9.0,0.1,116.0,2.0,51.43,103.69000000000005,6.35,324.78,28.88
2017-04-24 09:00:00,20.0,28.0,10.0,0.1,113.0,2.0,51.260000000000005,103.69000000000005,6.37,327.1,27.44
2017-04-24 10:00:00,26.0,33.0,12.0,0.2,107.0,2.0,48.68,104.64999999999998,7.8,330.02,22.48
2017-04-24 11:00:00,3.0,33.0,18.0,0.2,98.0,2.0,46.1,105.61000000000001,9.23,334.57,17.61
2017-04-24 12:00:00,12.0,46.0,24.0,0.2,85.0,2.0,43.519999999999996,106.57000000000005,10.66,342.5,12.94
2017-04-24 13:00:00,25.0,67.0,25.0,0.20000000298023224,77.0,2.0,42.97,107.25999999999999,11.45,342.74,13.41
2017-04-24 14:00:00,19.0,32.0,13.0,0.2,82.0,2.0,42.42,107.94000000000005,12.25,342.98,13.88
2017-04-24 15:00:00,14.0,35.0,11.0,0.1,79.0,2.0,41.87,108.62,13.05,343.19,14.36
2017-04-24 16:00:00,9.0,26.0,11.0,0.1,72.0,2.0,41.12,109.21000000000004,14.28,340.13,13.68
2017-04-24 17:00:00,13.0,21.0,14.0,0.1,65.0,2.0,40.37,109.79999999999995,15.52,336.77,13.05
2017-04-24 18:00:00,8.0,29.0,18.0,0.1,59.0,2.0,39.62,110.39999999999998,16.76,333.08,12.47
2017-04-24 19:00:00,8.0,18.0,17.0,0.1,58.0,2.0,39.019999999999996,110.77999999999997,17.93,332.42,12.12
2017-04-24 20:00:00,8.0,18.0,12.0,0.1,64.0,2.0,38.42,111.15999999999997,19.09,331.73,11.77
2017-04-24 21:00:00,8.0,29.0,28.0,0.1,50.0,2.0,37.82,111.53999999999996,20.25,330.99,11.43
2017-04-24 22:00:00,8.0,30.0,54.0,0.1,19.0,2.0,39.85,112.10000000000002,19.34,338.07,12.87
2017-04-24 23:00:00,16.0,50.0,32.0,0.1,43.0,2.0,41.89,112.65999999999997,18.44,343.65,14.48
2017-04-25 00:00:00,4.0,25.0,29.0,0.2,44.0,4.0,43.93,113.23000000000002,17.53,348.08,16.19
2017-04-25 01:00:00,11.0,28.0,28.0,0.3,47.0,6.0,44.97,112.97000000000003,16.58,351.39,14.77
2017-04-25 02:00:00,3.0,22.0,21.0,0.2,54.0,3.0,46.010000000000005,112.71000000000004,15.63,355.39,13.4
2017-04-25 03:00:00,14.0,33.0,19.0,0.20000000298023224,173.0,2.0,47.06,112.45000000000005,14.68,0.27,12.12
2017-04-25 05:00:00,17.0,46.0,19.0,0.20000000298023224,97.0,3.0,48.519999999999996,111.37,13.1,358.66,7.58
2017-04-25 06:00:00,6.0,25.0,17.0,0.1,72.0,3.0,49.25,110.83000000000004,12.31,356.83,5.31
2017-04-25 07:00:00,3.0,15.0,15.0,0.1,70.0,3.0,49.25,110.38,12.1,13.16,2.51
2017-04-25 08:00:00,3.0,6.0,12.0,0.1,79.0,3.0,49.260000000000005,109.94000000000005,11.89,106.05,1.5
2017-04-25 09:00:00,6.0,19.0,10.0,0.10000000149011612,87.0,3.0,49.269999999999996,109.49000000000001,11.68,144.86,4.0
2017-04-25 10:00:00,21.0,51.0,14.0,0.1,85.0,4.0,47.019999999999996,110.0,13.88,175.19,5.79
2017-04-25 11:00:00,11.0,38.0,20.0,0.1,81.0,2.0,44.769999999999996,110.51999999999998,16.08,189.16,8.38
2017-04-25 12:00:00,6.0,53.0,37.0,0.2,64.0,2.0,42.51,111.02999999999997,18.28,196.32,11.22
2017-04-25 13:00:00,16.0,63.0,42.0,0.2,53.0,2.0,41.91,111.51999999999998,18.41,219.18,7.74
2017-04-25 14:00:00,16.0,54.0,46.0,0.2,46.0,2.0,41.31,112.0,18.53,259.51,6.73
2017-04-25 15:00:00,17.0,58.0,57.0,0.2,31.0,2.0,40.71,112.49000000000001,18.65,292.98,9.08
2017-04-25 16:00:00,19.0,82.0,93.0,0.3,2.0,5.0,40.39,112.73000000000002,19.69,299.25,9.85
2017-04-25 17:00:00,25.0,50.0,91.0,0.2,2.0,5.0,40.07,112.96000000000004,20.72,304.55,10.73
2017-04-25 18:00:00,14.0,46.0,89.0,0.2,2.0,2.0,39.75,113.20000000000005,21.75,309.01,11.68
2017-04-25 19:00:00,16.0,37.0,88.0,0.4,2.0,3.0,39.43,113.44000000000005,22.5,307.64,11.78
2017-04-25 20:00:00,13.0,35.0,91.0,0.3,2.0,2.0,39.12,113.66999999999996,23.25,306.3,11.88
2017-04-25 21:00:00,12.0,35.0,85.0,0.3,2.0,3.0,38.8,113.89999999999998,24.0,304.97,12.0
2017-04-25 22:00:00,12.0,50.0,88.0,0.3,2.0,3.0,41.22,114.15999999999997,22.06,317.21,15.08
2017-04-25 23:00:00,22.0,72.0,77.0,0.4,2.0,8.0,43.63,114.40999999999997,20.13,325.06,18.62
2017-04-26 00:00:00,30.0,59.0,46.0,0.4,34.0,8.0,46.05,114.66999999999996,18.2,330.34,22.39
2017-04-26 01:00:00,16.0,42.0,18.0,0.30000001192092896,69.0,4.0,47.239999999999995,114.35000000000002,16.56,336.68,21.89
2017-04-26 02:00:00,11.0,46.0,10.0,0.20000000298023224,84.0,2.0,48.43,114.01999999999998,14.93,343.23,21.67
2017-04-26 03:00:00,48.0,89.0,8.0,0.20000000298023224,89.0,2.0,49.61,113.70000000000005,13.3,349.83,21.73
2017-04-26 04:00:00,22.0,37.0,8.0,0.20000000298023224,93.0,2.0,50.55,112.80999999999995,12.39,351.44,21.14
2017-04-26 05:00:00,4.0,27.0,8.0,0.2,96.0,2.0,51.489999999999995,111.92999999999995,11.48,353.13,20.56
2017-04-26 06:00:00,22.0,51.0,7.0,0.20000000298023224,102.0,2.0,52.43,111.03999999999996,10.57,354.92,20.0
2017-04-26 07:00:00,27.0,74.0,7.0,0.20000000298023224,104.0,2.0,52.4,110.52999999999997,10.8,352.46,20.23
2017-04-26 08:00:00,4.0,16.0,9.0,0.2,103.0,2.0,52.36,110.01999999999998,11.02,350.07,20.49
2017-04-26 09:00:00,22.0,100.0,10.0,0.2,99.0,2.0,52.33,109.51999999999998,11.25,347.75,20.79
2017-04-26 10:00:00,50.0,116.0,10.0,0.20000000298023224,99.0,2.0,50.010000000000005,109.89999999999998,13.39,339.48,17.66
2017-04-26 11:00:00,13.0,29.0,16.0,0.2,90.0,2.0,47.69,110.28999999999996,15.52,328.03,15.05
2017-04-26 12:00:00,16.0,38.0,33.0,0.3,70.0,2.0,45.37,110.67999999999995,17.66,312.7,13.26
2017-04-26 13:00:00,6.0,41.0,54.0,0.4,47.0,2.0,44.64,111.0,17.97,309.83,13.17
2017-04-26 14:00:00,5.0,31.0,48.0,0.3,48.0,2.0,43.91,111.32000000000005,18.28,306.94,13.12
2017-04-26 15:00:00,15.0,27.0,45.0,0.3,49.0,2.0,43.19,111.63999999999999,18.59,304.03,13.1
2017-04-26 16:00:00,14.0,34.0,62.0,0.3,32.0,2.0,42.79,111.23000000000002,18.86,301.81,13.28
2017-04-26 17:00:00,17.0,33.0,61.0,0.3,28.0,2.0,42.39,110.82000000000005,19.13,299.66,13.48
2017-04-26 18:00:00,14.0,23.0,59.0,0.3,29.0,5.0,41.99,110.40999999999997,19.4,297.57,13.7
2017-04-26 19:00:00,9.0,35.0,68.0,0.2,16.0,5.0,41.82,109.67999999999995,19.37,295.86,14.03
2017-04-26 20:00:00,15.0,31.0,61.0,0.2,20.0,6.0,41.65,108.96000000000004,19.34,294.23,14.38
2017-04-26 21:00:00,12.0,36.0,83.0,0.3,3.0,7.0,41.49,108.23000000000002,19.31,292.68,14.73
2017-04-26 22:00:00,14.0,50.0,91.0,0.3,2.0,10.0,43.71,108.12,17.63,298.83,16.35
2017-04-26 23:00:00,21.0,43.0,80.0,0.5,3.0,11.0,45.93,108.0,15.95,303.83,18.12
2017-04-27 00:00:00,18.0,57.0,60.0,0.4000000059604645,27.0,8.0,48.15,107.88,14.26,307.91,20.0
2017-04-27 01:00:00,13.0,32.0,36.0,0.3,53.0,6.0,50.09,107.36000000000001,12.95,312.57,21.52
2017-04-27 02:00:00,18.0,37.0,18.0,0.2,79.0,5.0,52.03,106.84000000000003,11.63,316.59,23.16
2017-04-27 03:00:00,20.0,36.0,10.0,0.20000000298023224,94.0,5.0,53.96,106.30999999999995,10.32,320.06,24.91
2017-04-27 04:00:00,20.0,34.0,9.0,0.20000000298023224,101.0,5.0,55.11,104.94000000000005,9.45,319.7,25.04
2017-04-27 05:00:00,12.0,31.0,8.0,0.2,104.0,5.0,55.95,103.55999999999995,8.58,319.35,25.18
2017-04-27 06:00:00,63.0,104.0,8.0,0.20000000298023224,108.0,4.0,56.79,102.19000000000005,7.72,318.99,25.32
2017-04-27 07:00:00,48.0,98.0,9.0,0.10000000149011612,111.0,3.0,56.7,101.13999999999999,7.83,319.18,25.57
2017-04-27 08:00:00,3.0,17.0,8.0,0.1,112.0,3.0,56.61,100.10000000000002,7.95,319.36,25.83
2017-04-27 09:00:00,8.0,51.0,11.0,0.1,106.0,3.0,56.510000000000005,99.04999999999995,8.07,319.54,26.08
2017-04-27 10:00:00,10.0,72.0,13.0,0.1,100.0,3.0,54.66,99.15999999999997,9.73,315.46,22.37
2017-04-27 11:00:00,5.0,62.0,17.0,0.2,93.0,3.0,52.15,99.27999999999997,11.4,309.8,18.82
2017-04-27 12:00:00,11.0,44.0,30.0,0.2,74.0,2.0,49.65,99.39999999999998,13.06,301.63,15.53
2017-04-27 13:00:00,19.0,59.0,56.0,0.4,42.0,2.0,48.879999999999995,99.27999999999997,13.21,298.17,15.16
2017-04-27 14:00:00,22.0,73.0,76.0,0.4,24.0,4.0,48.11,99.14999999999998,13.35,294.54,14.84
2017-04-27 15:00:00,25.0,57.0,105.0,0.7,2.0,4.0,47.33,99.02999999999997,13.5,290.78,14.59
2017-04-27 16:00:00,26.0,75.0,106.0,0.6,2.0,5.0,46.92,98.86000000000001,14.14,290.86,14.45
2017-04-27 17:00:00,32.0,83.0,106.0,0.7,2.0,9.0,46.510000000000005,98.67999999999995,14.79,290.95,14.31
2017-04-27 18:00:00,23.0,54.0,77.0,0.5,19.0,6.0,46.1,98.50999999999999,15.43,291.03,14.17
2017-04-27 19:00:00,4.0,50.0,59.0,0.2,35.0,5.0,45.66,98.50999999999999,16.24,293.79,13.58
2017-04-27 20:00:00,18.0,50.0,64.0,0.2,23.0,5.0,45.21,98.50999999999999,17.04,296.79,13.03
2017-04-27 21:00:00,6.0,50.0,63.0,0.2,17.0,6.0,44.769999999999996,98.50999999999999,17.85,300.05,12.52
2017-04-27 22:00:00,17.0,43.0,82.0,0.3,2.0,7.0,46.96,98.67999999999995,17.12,302.91,12.36
2017-04-27 23:00:00,18.0,84.0,89.0,0.5,2.0,7.0,49.16,98.85000000000002,16.39,305.84,12.23
2017-04-28 00:00:00,23.0,59.0,70.0,0.6000000238418579,19.0,9.0,51.35,99.02999999999997,15.66,308.82,12.13
2017-04-28 01:00:00,13.0,37.0,33.0,0.3,59.0,9.0,53.370000000000005,98.69000000000005,15.12,312.48,14.42
2017-04-28 02:00:00,61.0,119.0,25.0,0.3,71.0,7.0,55.28,98.35000000000002,14.57,315.13,16.74
2017-04-28 03:00:00,19.0,41.0,20.0,0.30000001192092896,82.0,6.0,56.69,98.00999999999999,14.02,317.13,19.1
2017-04-28 04:00:00,3.0,37.0,15.0,0.3,99.0,6.0,57.370000000000005,96.90999999999997,13.77,316.4,19.56
2017-04-28 05:00:00,13.0,54.0,15.0,0.3199999928474426,100.0,4.0,58.06,95.80999999999995,13.52,315.7,20.02
2017-04-28 07:00:00,10.0,29.0,14.0,0.30000001192092896,123.0,2.0,58.79,94.24000000000001,13.53,325.54,20.42
2017-04-28 08:00:00,63.0,63.0,13.0,0.3,131.0,2.0,58.84,93.76999999999998,13.8,335.78,21.03
2017-04-28 09:00:00,39.0,60.0,24.0,0.3,150.0,2.0,58.879999999999995,93.29999999999995,14.07,345.15,22.26
2017-04-28 10:00:00,29.0,77.0,34.0,0.4,130.0,2.0,56.980000000000004,94.00999999999999,17.27,341.27,18.83
2017-04-28 11:00:00,30.0,38.0,36.0,0.3,101.0,2.0,55.07,94.71000000000004,20.48,335.7,15.51
2017-04-28 12:00:00,22.0,52.0,22.0,0.2,82.0,2.0,52.39,95.41999999999996,23.68,327.23,12.42
2017-04-28 13:00:00,28.0,61.0,17.0,0.2,84.0,2.0,51.8,95.53999999999996,24.17,317.6,12.57
2017-04-28 14:00:00,27.0,57.0,24.0,0.3,72.0,2.0,51.22,95.65999999999997,24.66,308.45,13.05
2017-04-28 15:00:00,20.0,94.0,41.0,0.3,51.0,2.0,50.629999999999995,95.77999999999997,25.15,300.15,13.84
2017-04-28 16:00:00,18.0,58.0,89.0,0.5,5.0,2.0,50.120000000000005,95.79999999999995,26.04,298.61,13.48
2017-04-28 17:00:00,30.0,76.0,95.0,0.5,2.0,3.0,49.6,95.82000000000005,26.94,296.99,13.14
2017-04-28 18:00:00,44.0,67.0,90.0,0.5,3.0,4.0,49.09,95.85000000000002,27.83,295.28,12.8
2017-04-28 19:00:00,20.0,55.0,91.0,0.3,4.0,3.0,48.71,95.69000000000005,28.36,295.43,12.62
2017-04-28 20:00:00,34.0,68.0,91.0,0.4,2.0,3.0,48.33,95.53999999999996,28.88,295.57,12.45
2017-04-28 21:00:00,69.0,92.0,85.0,0.4,2.0,4.0,47.95,95.38,29.41,295.73,12.27
2017-04-28 22:00:00,48.0,78.0,87.0,0.5,2.0,6.0,50.3,95.5,26.76,296.22,12.57
2017-04-28 23:00:00,63.0,121.0,84.0,0.8,5.0,4.0,52.64,95.63,24.11,296.69,12.87
2017-04-29 00:00:00,73.0,125.0,78.0,0.699999988079071,13.0,6.0,54.989999999999995,95.75999999999999,21.46,297.15,13.17
2017-04-29 01:00:00,76.0,138.0,44.0,0.4000000059604645,53.0,5.0,56.54,95.45000000000005,18.51,293.65,14.98
2017-04-29 02:00:00,36.0,55.0,51.0,0.4,58.0,2.0,58.1,95.14999999999998,15.56,290.92,16.83
2017-04-29 03:00:00,3.0,31.0,31.0,0.3,85.0,3.0,59.65,94.84000000000003,12.62,288.74,18.72
2017-04-29 04:00:00,3.0,29.0,21.0,0.3,106.0,2.0,60.17,93.91999999999996,11.6,289.69,19.42
2017-04-29 05:00:00,9.0,55.0,12.0,0.2,116.0,2.0,60.68,92.99000000000001,10.58,290.58,20.13
2017-04-29 06:00:00,4.0,64.0,13.0,0.3,134.0,4.0,61.19,92.07000000000005,9.57,291.4,20.84
2017-04-29 07:00:00,45.0,47.0,14.0,0.3,140.0,3.0,61.17,91.24000000000001,9.05,285.63,19.39
2017-04-29 08:00:00,20.0,78.0,15.0,0.2,139.0,3.0,61.14,90.40999999999997,8.52,279.01,18.16
2017-04-29 09:00:00,19.0,109.0,19.0,0.2,141.0,2.0,61.11,89.57000000000005,8.0,271.54,17.21
2017-04-29 10:00:00,35.0,121.0,21.0,0.3,145.0,3.0,58.989999999999995,89.74000000000001,9.94,268.02,15.89
2017-04-29 11:00:00,70.0,104.0,26.0,0.3,134.0,2.0,56.86,89.89999999999998,11.88,263.88,14.63
2017-04-29 12:00:00,62.0,116.0,27.0,0.3,116.0,4.0,54.629999999999995,90.05999999999995,13.81,258.99,13.47
2017-04-29 13:00:00,44.0,127.0,34.0,0.4,110.0,7.0,53.57,90.63,13.02,273.81,11.86
2017-04-29 14:00:00,46.0,132.0,45.0,0.4,96.0,10.0,52.510000000000005,91.19000000000005,12.22,291.64,11.24
2017-04-29 15:00:00,65.0,143.0,59.0,0.5,71.0,9.0,51.45,91.75,11.42,309.63,11.77
2017-04-29 16:00:00,69.0,108.0,87.0,0.6,30.0,8.0,51.15,92.25999999999999,11.83,315.71,12.23
2017-04-29 17:00:00,65.0,93.0,120.0,0.6,2.0,10.0,50.85,92.76999999999998,12.24,321.29,12.81
2017-04-29 18:00:00,50.0,97.0,95.0,0.5,16.0,5.0,50.55,93.28999999999996,12.65,326.34,13.51
2017-04-29 19:00:00,43.0,49.0,102.0,0.2,8.0,3.0,49.480000000000004,94.33000000000004,14.85,330.89,11.61
2017-04-29 20:00:00,34.0,92.0,106.0,0.3,2.0,4.0,48.42,95.38,17.05,337.17,9.81
2017-04-29 21:00:00,3.0,119.0,91.0,0.3,2.0,3.0,47.35,96.41999999999996,19.26,346.1,8.18
2017-04-29 22:00:00,35.0,74.0,94.0,0.4,2.0,3.0,49.7,97.55999999999995,17.22,33.16,3.01
2017-04-29 23:00:00,38.0,105.0,79.0,0.3,13.0,3.0,52.05,98.69000000000005,15.19,118.87,6.0
2017-04-30 00:00:00,43.0,119.0,61.0,0.5,36.0,11.0,54.4,99.83000000000004,13.15,133.16,12.16
2017-04-30 01:00:00,78.0,188.0,42.0,0.6,59.0,11.0,55.41,99.99000000000001,11.7,144.23,12.83
2017-04-30 02:00:00,70.0,207.0,35.0,0.6,70.0,11.0,56.239999999999995,100.14999999999998,10.25,153.88,13.92
2017-04-30 04:00:00,62.0,188.0,31.0,0.6,89.0,11.0,57.68,99.92999999999995,8.7,165.77,16.46
2017-04-30 05:00:00,60.0,167.0,21.0,0.5,110.0,10.0,58.29,99.53999999999996,8.6,169.1,17.64
2017-04-30 06:00:00,66.0,174.0,18.0,0.4,129.0,8.0,58.91,99.15999999999997,8.5,172.0,18.87
2017-04-30 07:00:00,59.0,179.0,18.0,0.4,140.0,7.0,58.28,99.40999999999997,9.23,172.3,19.08
2017-04-30 08:00:00,41.0,138.0,18.0,0.3,147.0,6.0,57.65,99.64999999999998,9.95,172.59,19.28
2017-04-30 09:00:00,40.0,191.0,20.0,0.3,156.0,5.0,57.03,99.89999999999998,10.67,172.88,19.49
2017-04-30 10:00:00,57.0,164.0,24.0,0.4,146.0,7.0,55.07,100.72000000000003,12.61,177.38,16.77
2017-04-30 11:00:00,37.0,81.0,25.0,0.3,115.0,6.0,52.31,101.54999999999995,14.55,183.56,14.19
2017-04-30 12:00:00,26.0,78.0,29.0,0.2,97.0,4.0,49.510000000000005,102.37,16.48,192.33,11.85
2017-04-30 13:00:00,19.0,78.0,28.0,0.2,88.0,4.0,48.65,103.11000000000001,16.34,192.87,11.44
2017-04-30 14:00:00,29.0,86.0,45.0,0.3,61.0,4.0,47.78,103.85000000000002,16.19,193.45,11.04
2017-04-30 15:00:00,24.0,89.0,55.0,0.4,49.0,6.0,46.92,104.58000000000004,16.04,194.08,10.63
2017-04-30 16:00:00,19.0,95.0,49.0,0.5,58.0,6.0,45.65,104.95000000000005,18.34,189.25,8.25
2017-04-30 17:00:00,25.0,88.0,56.0,0.5,45.0,6.0,44.38,105.30999999999995,20.64,180.64,5.98
2017-04-30 18:00:00,27.0,109.0,62.0,0.5,32.0,6.0,43.12,105.67999999999995,22.94,162.67,4.0
2017-04-30 19:00:00,28.0,120.0,89.0,0.5,7.0,5.0,42.49,106.13,24.56,138.22,2.52
2017-04-30 20:00:00,58.0,89.0,106.0,0.6,2.0,6.0,41.86,106.59000000000003,26.18,88.12,2.16
2017-04-30 21:00:00,49.0,123.0,104.0,0.5,2.0,5.0,41.230000000000004,107.03999999999996,27.8,52.64,3.32
2017-04-30 22:00:00,31.0,121.0,100.0,0.6,2.0,6.0,44.08,107.35000000000002,24.15,49.31,3.6
2017-04-30 23:00:00,49.0,95.0,90.0,0.6,2.0,6.0,46.92,107.64999999999998,20.49,46.47,3.89
2017-05-01 00:00:00,58.0,114.0,88.0,0.6,3.0,6.0,49.760000000000005,107.96000000000004,16.84,44.03,4.19
2017-05-01 01:00:00,54.0,116.0,70.0,0.6,24.0,7.0,51.15,107.79999999999995,15.45,83.16,4.24
2017-05-01 02:00:00,66.0,84.0,67.0,0.9,36.0,14.0,52.53,107.63,14.06,110.01,5.86
2017-05-01 03:00:00,27.0,93.0,52.0,0.9,59.0,15.0,53.91,107.47000000000003,12.67,123.57,8.16
2017-05-01 04:00:00,24.0,85.0,45.0,0.9,75.0,16.0,55.19,106.62,12.39,137.33,8.88
2017-05-01 05:00:00,61.0,102.0,33.0,1.1,99.0,20.0,56.15,105.75999999999999,12.12,148.48,10.03
2017-05-01 06:00:00,50.0,124.0,34.0,1.1,111.0,19.0,57.11,104.90999999999997,11.84,157.09,11.48
2017-05-01 07:00:00,39.0,110.0,28.0,0.8,116.0,11.0,56.75,104.73000000000002,12.68,158.45,11.55
